"Element","Area","Type","Control System Name","Area2","Component Name","Component Comments","Slc Name","Symbols Upload Id","Ltu Upload Id","First Sourced From","Active","Filename","Sector","Sector Location","Undulator Cell","Keyword","Barcode","Engineering Name","SumL (m)","SumL (ft)","Linac Z (m)","Linac Z (ft)","Ltu SumL (m)","Ltu SumL (ft)","Ltu Linac Z (m)","Ltu Linac Z (ft)","Local Area Drawing","Irmis Ioc Names","Element Comment","Sections","Begin Dbmark","Begin SumL (m)","End Dbmark","End SumL (m)","Bsa Device","Obstruction","Effective Length (m)","Rf Frequency (MHz)","Rf Amplitude (MeV)","Rf Phase (deg)","Rf Gradient (MeV/m)","Rf Power Fraction","Z Length (m)","Fringe Field Integral","Integrated Field BL (kG-m)","Field B (T)","Integrated Field Grad GL (kG)","Field Gradient G (T/m)","Xal Scale Name","Xal Scale Value","Xal Polarity","Magnet X Coor (m)","Magnet Y Coor (m)","Magnet Z Coor (m)","Magnet X Angle (rad)","Magnet Y Angle (rad)","Magnet Z Angle (rad)","Solenoid Strength KS (1/m)","Undulator Period Length (m)","Undulator Strength K","X Size (m)","Y Size (m)","Section","Dist From Section Start (m)","Xal Keyword","S Display","Ltu Rf Frequency (MHz)","Ltu Rf Amplitude (MeV)","Ltu Rf Phase (deg)","Ltu Rf Gradient (MeV/m)","Ltu Rf Power Fraction","Ltu Z Length (m)","Ltu Fringe Field Integral","Ltu Integrated Field BL (kG-m)","Ltu Field B (T)","Ltu Integrated Field Grad GL (kG)","Ltu Field Gradient G (T/m)","Ltu Xal Scale Name","Ltu Xal Scale Value","Ltu Xal Polarity","Ltu Magnet X Coor","Ltu Magnet Y Coor","Ltu Magnet Z Coor","Ltu Magnet X Angle","Ltu Magnet Y Angle","Ltu Magnet Z Angle","Ltu Solenoid Strength Ks","Ltu Undulator Period Length","Ltu Undulator Strength K","Ltu X Size","Ltu Y Size","Ltu Section","Ltu Dist From Section Start","Ltu Xal Keyword","Ltu S Display","Ioc Captar Search","Slc Captar Search","Operation Status","Op Status Date","Beampath"
"K27_3B","L3","MAD","KLYS:LI27:31","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S27","","","LCAV","","10FT","656.1896101","2152.853052","2670.85495","8762.647474","","","","","AD-756-115-0","IOC-LI27-CV01, SIOC-ALH0-RF00, SIOC-ALH0-TEMP00, SIOC-SYS0-OP00","","	- NO SECTION -","","","","","Y","N","3.0441","2856","0","0","0",".25","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","611.23295676","BNCH","2670.85495","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","KLYS:LI27%25","KLYS:%25","","","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"K27_3C","L3","MAD","KLYS:LI27:31","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S27","","","LCAV","","10FT","659.2337101","2162.840256","2673.89905","8772.634678","","","","","AD-756-115-0","IOC-LI27-CV01, SIOC-ALH0-RF00, SIOC-ALH0-TEMP00, SIOC-SYS0-OP00","","	- NO SECTION -","","","","","Y","N","3.0441","2856","0","0","0",".25","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","614.27705676","BNCH","2673.89905","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","KLYS:LI27%25","KLYS:%25","","","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"QBP27","BYP","MAD","QUAD:BPN27:400","BYP","","","","289","","SYMBOLS","A","AD_ACCEL","BPN27","","","QUAD","QBP27","2Q4","2687.049461","8815.779072","2676.931303","8782.583015","","","","","","","","	- NO SECTION -","","","","","N","N",".1244","","","","","","","","","","1.850270576854","-1.487355769175","KG2T_GDL2G",".8038585209","-1","","","","","","","","","","","","BYPASS TO BKYSP0H","1474.3","QUAD","2676.931303","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","QUAD:BPN27%25","QUAD:%25","Commissioned, Online","09/21/2022","SC_BSYD, SC_DASEL, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR,"
"K27_3D","L3","MAD","KLYS:LI27:31","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S27","","","LCAV","","10FT","662.2778101","2172.827461","2676.94315","8782.621883","","","","","AD-756-115-0","IOC-LI27-CV01, SIOC-ALH0-RF00, SIOC-ALH0-TEMP00, SIOC-SYS0-OP00","","	- NO SECTION -","","","","","Y","N","3.0441","2856","0","0","0",".25","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","617.32115676","BNCH","2676.94315","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","KLYS:LI27%25","KLYS:%25","","","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"BPMBP27","BYP","MAD","BPMS:BPN27:400","BYP","","","","289","","SYMBOLS","A","AD_ACCEL","BPN27","","","BPM","","STRIPLINE-5","2687.556841","8817.443704","2677.438683","8784.247648","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","BYPASS TO BKYSP0H","1474.80738","BPM","2677.438683","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BPMS:BPN27%25","BPMS:%25","","","SC_BSYD, SC_DASEL, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR,"
"XCBP27","BYP","MAD","XCOR:BPN27:406","BYP","","","","289","","SYMBOLS","A","AD_ACCEL","BPN27","","","XCOR","XCBP27","BYPASS#2","2688.185491","8819.506204","2678.067333","8786.310148","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","BYPASS TO BKYSP0H","1475.43603","XCOR","2678.067333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","XCOR:BPN27%25","XCOR:%25","Commissioned, Online","09/21/2022","SC_BSYD, SC_DASEL, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR,"
"YCBP27","BYP","MAD","YCOR:BPN27:409","BYP","","","","289","","SYMBOLS","A","AD_ACCEL","BPN27","","","YCOR","YCBP27","BYPASS#2","2688.414091","8820.256204","2678.295933","8787.060148","","","","","","","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","BYPASS TO BKYSP0H","1475.66463","YCOR","2678.295933","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","YCOR:BPN27%25","YCOR:%25","Commissioned, Online","09/21/2022","SC_BSYD, SC_DASEL, SC_HXR, SC_S2_X, SC_SFTS, SC_STMO, SC_STXI, SC_SXR,"
"BPM27401","L3","MAD","BPMS:LI27:401","L3","","","BPMS:LA27:401","289","","SYMBOLS","A","AD_ACCEL","S27","","","BPM","","10_UM_RES","663.8874601","2178.108465","2678.5528","8787.902887","","","","","SA-906-205-75","SIOC-SYS0-FB00, SIOC-ALH0-FBCK00, SIOC-SYS0-OP00, SIOC-ALH0-GADC00","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","618.93080676","BPM","2678.5528","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BPMS:LI27%25","BPMS:LA27%25","","","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"Q27401","L3","MAD","QUAD:LI27:401","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S27","","","QUAD","Q27401","QE","663.8874601","2178.108465","2678.5528","8787.902887","","","","","SA-902-675-1","SIOC-ALH0-MGNT00","","	- NO SECTION -","","","","","N","N",".1068","","","","","","","","","","11.280157299649","-10.561945037125","KG2T_GDL2G",".936329588015","-1","","","","","","","","","","","","QM15 TO FV2","618.93080676","QUAD","2678.5528","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","QUAD:LI27%25","QUAD:%25","Commissioned, Online","12/02/2005","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"XC27402","L3","MAD","XCOR:LI27:402","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S27","","","XCOR","XC27402","TYPE-4","664.2946601","2179.444423","2678.96","8789.238845","","","","","SA-238-4-1","SIOC-ALH0-MGNT00","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","619.33800676","XCOR","2678.96","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","XCOR:LI27%25","XCOR:%25","Commissioned, Online","12/02/2005","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"YC27403","L3","MAD","YCOR:LI27:403","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S27","","","YCOR","YC27403","TYPE-4","664.5446601","2180.264633","2679.21","8790.059055","","","","","SA-238-4-1","SIOC-ALH0-MGNT00","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","619.58800676","YCOR","2679.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","YCOR:LI27%25","YCOR:%25","Commissioned, Online","12/02/2005","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"K27_4A","L3","MAD","KLYS:LI27:41","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S27","","","LCAV","","10FT","665.4899101","2183.365847","2680.15525","8793.160269","","","","","AD-756-115-0","IOC-LI27-CV01, SIOC-ALH0-RF00, SIOC-ALH0-TEMP00, SIOC-SYS0-OP00","","	- NO SECTION -","","","","","Y","N","3.0441","2856","0","0","0",".25","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","620.53325676","BNCH","2680.15525","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","KLYS:LI27%25","KLYS:%25","","","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"K27_4B","L3","MAD","KLYS:LI27:41","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S27","","","LCAV","","10FT","668.5340101","2193.353052","2683.19935","8803.147474","","","","","AD-756-115-0","IOC-LI27-CV01, SIOC-ALH0-RF00, SIOC-ALH0-TEMP00, SIOC-SYS0-OP00","","	- NO SECTION -","","","","","Y","N","3.0441","2856","0","0","0",".25","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","623.57735676","BNCH","2683.19935","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","KLYS:LI27%25","KLYS:%25","","","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"K27_4C","L3","MAD","KLYS:LI27:41","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S27","","","LCAV","","10FT","671.5781101","2203.340256","2686.24345","8813.134678","","","","","AD-756-115-0","IOC-LI27-CV01, SIOC-ALH0-RF00, SIOC-ALH0-TEMP00, SIOC-SYS0-OP00","","	- NO SECTION -","","","","","Y","N","3.0441","2856","0","0","0",".25","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","626.62145676","BNCH","2686.24345","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","KLYS:LI27%25","KLYS:%25","","","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"K27_4D","L3","MAD","KLYS:LI27:41","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S27","","","LCAV","","10FT","674.6222101","2213.327461","2689.28755","8823.121883","","","","","AD-756-115-0","IOC-LI27-CV01, SIOC-ALH0-RF00, SIOC-ALH0-TEMP00, SIOC-SYS0-OP00","","	- NO SECTION -","","","","","Y","N","3.0441","2856","0","0","0",".25","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","629.66555676","BNCH","2689.28755","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","KLYS:LI27%25","KLYS:%25","","","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"BPM27501","L3","MAD","BPMS:LI27:501","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S27","","","BPM","","10_UM_RES","676.2318601","2218.608465","2690.8972","8828.402887","","","","","SA-906-205-75","SIOC-SYS0-OP00, SIOC-ALH0-GADC00","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","631.27520676","BPM","2690.8972","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BPMS:LI27%25","BPMS:%25","","","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"Q27501","L3","MAD","QUAD:LI27:501","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S27","","","QUAD","Q27501","QE","676.2318601","2218.608465","2690.8972","8828.402887","","","","","SA-902-675-1","SIOC-ALH0-MGNT00","","	- NO SECTION -","","","","","N","N",".1068","","","","","","","","","","-11.275892388364","10.557951674498","KG2T_GDL2G",".936329588015","1","","","","","","","","","","","","QM15 TO FV2","631.27520676","QUAD","2690.8972","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","QUAD:LI27%25","QUAD:%25","Commissioned, Online","12/02/2005","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"XC27502","L3","MAD","XCOR:LI27:502","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S27","","","XCOR","XC27502","TYPE-5","676.6446601","2219.962796","2691.31","8829.757218","","","","","SA-238-4-13","SIOC-ALH0-MGNT00","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","631.68800676","XCOR","2691.31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","XCOR:LI27%25","XCOR:%25","Commissioned, Online","12/02/2005","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"YC27503","L3","MAD","YCOR:LI27:503","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S27","","","YCOR","YC27503","TYPE-5","677.0129601","2221.171129","2691.6783","8830.965551","","","","","SA-238-4-13","SIOC-ALH0-MGNT00","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","632.05630676","YCOR","2691.6783","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","YCOR:LI27%25","YCOR:%25","Commissioned, Online","12/02/2005","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"K27_5A","L3","MAD","KLYS:LI27:51","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S27","","","LCAV","","10FT","677.8343101","2223.865847","2692.49965","8833.660269","","","","","AD-756-115-0","IOC-LI27-CV01, SIOC-ALH0-RF00, SIOC-ALH0-TEMP00, SIOC-SYS0-OP00","","	- NO SECTION -","","","","","Y","N","3.0441","2856","0","0","0",".25","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","632.87765676","BNCH","2692.49965","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","KLYS:LI27%25","KLYS:%25","","","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"K27_5B","L3","MAD","KLYS:LI27:51","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S27","","","LCAV","","10FT","680.8784101","2233.853052","2695.54375","8843.647474","","","","","AD-756-115-0","IOC-LI27-CV01, SIOC-ALH0-RF00, SIOC-ALH0-TEMP00, SIOC-SYS0-OP00","","	- NO SECTION -","","","","","Y","N","3.0441","2856","0","0","0",".25","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","635.92175676","BNCH","2695.54375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","KLYS:LI27%25","KLYS:%25","","","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"K27_5C","L3","MAD","KLYS:LI27:51","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S27","","","LCAV","","10FT","683.9225101","2243.840256","2698.58785","8853.634678","","","","","AD-756-115-0","IOC-LI27-CV01, SIOC-ALH0-RF00, SIOC-ALH0-TEMP00, SIOC-SYS0-OP00","","	- NO SECTION -","","","","","Y","N","3.0441","2856","0","0","0",".25","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","638.96585676","BNCH","2698.58785","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","KLYS:LI27%25","KLYS:%25","","","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"K27_5D","L3","MAD","KLYS:LI27:51","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S27","","","LCAV","","10FT","686.9666101","2253.827461","2701.63195","8863.621883","","","","","AD-756-115-0","IOC-LI27-CV01, SIOC-ALH0-RF00, SIOC-ALH0-TEMP00, SIOC-SYS0-OP00","","	- NO SECTION -","","","","","Y","N","3.0441","2856","0","0","0",".25","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","642.00995676","BNCH","2701.63195","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","KLYS:LI27%25","KLYS:%25","","","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"BPM27601","L3","MAD","BPMS:LI27:601","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S27","","","BPM","","10_UM_RES","688.5762601","2259.108465","2703.2416","8868.902887","","","","","SA-906-205-75","EIOC-LI27-BP601, SIOC-SYS0-OP00, SIOC-ALH0-GADC00, IOC-LI27-BP02","","	- NO SECTION -","","","","","Y","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","643.61960676","BPM","2703.2416","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BPMS:LI27%25","BPMS:%25","","","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"Q27601","L3","MAD","QUAD:LI27:601","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S27","","","QUAD","Q27601","QE","688.5762601","2259.108465","2703.2416","8868.902887","","","","","SA-902-675-1","SIOC-ALH0-MGNT00","","	- NO SECTION -","","","","","N","N",".1068","","","","","","","","","","11.280157299649","-10.561945037125","KG2T_GDL2G",".936329588015","-1","","","","","","","","","","","","QM15 TO FV2","643.61960676","QUAD","2703.2416","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","QUAD:LI27%25","QUAD:%25","Commissioned, Online","12/02/2005","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"XC27602","L3","MAD","XCOR:LI27:602","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S27","","","XCOR","XC27602","TYPE-5","688.9846601","2260.44836","2703.65","8870.242782","","","","","SA-238-4-13","SIOC-ALH0-MGNT00","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","644.02800676","XCOR","2703.65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","XCOR:LI27%25","XCOR:%25","Commissioned, Online","12/02/2005","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"YC27603","L3","MAD","YCOR:LI27:603","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S27","","","YCOR","YC27603","TYPE-5","689.2346601","2261.26857","2703.9","8871.062992","","","","","SA-238-4-13","SIOC-ALH0-MGNT00","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","644.27800676","YCOR","2703.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","YCOR:LI27%25","YCOR:%25","Commissioned, Online","12/02/2005","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"K27_6A","L3","MAD","KLYS:LI27:61","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S27","","","LCAV","","10FT","690.1787101","2264.365847","2704.84405","8874.160269","","","","","AD-756-115-0","SIOC-ALH0-RF00, IOC-LI27-CV01, SIOC-ALH0-TEMP00, SIOC-SYS0-OP00","","	- NO SECTION -","","","","","Y","N","3.0441","2856","0","0","0",".25","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","645.22205676","BNCH","2704.84405","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","KLYS:LI27%25","KLYS:%25","","","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"K27_6B","L3","MAD","KLYS:LI27:61","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S27","","","LCAV","","10FT","693.2228101","2274.353052","2707.88815","8884.147474","","","","","AD-756-115-0","SIOC-ALH0-RF00, IOC-LI27-CV01, SIOC-ALH0-TEMP00, SIOC-SYS0-OP00","","	- NO SECTION -","","","","","Y","N","3.0441","2856","0","0","0",".25","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","648.26615676","BNCH","2707.88815","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","KLYS:LI27%25","KLYS:%25","","","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"K27_6C","L3","MAD","KLYS:LI27:61","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S27","","","LCAV","","10FT","696.2669101","2284.340256","2710.93225","8894.134678","","","","","AD-756-115-0","SIOC-ALH0-RF00, IOC-LI27-CV01, SIOC-ALH0-TEMP00, SIOC-SYS0-OP00","","	- NO SECTION -","","","","","Y","N","3.0441","2856","0","0","0",".5","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","651.31025676","BNCH","2710.93225","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","KLYS:LI27%25","KLYS:%25","","","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"WS27644","L3","MAD","WIRE:LI27:644","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S27","","","WIRE","","SLOW","700.1324601","2297.022507","2714.7978","8906.816929","","","","","","SIOC-ALH0-WS00, SIOC-SYS0-OP00, SIOC-SYS0-EM00","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","655.17580676","WIRE","2714.7978","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WIRE:LI27%25","WIRE:%25","","","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"BPM27701","L3","MAD","BPMS:LI27:701","L3","","","BPMS:LB27:701","289","","SYMBOLS","A","AD_ACCEL","S27","","","BPM","","10_UM_RES","700.9206601","2299.608465","2715.586","8909.402887","","","","","SA-906-205-75","SIOC-SYS0-FB00, SIOC-ALH0-FBCK00, SIOC-SYS0-OP00, EIOC-LI27-BP701, SIOC-ALH0-GADC00, IOC-LI27-BP02","","	- NO SECTION -","","","","","Y","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","655.96400676","BPM","2715.586","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","BPMS:LI27%25","BPMS:LB27%25","","","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"Q27701","L3","MAD","QUAD:LI27:701","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S27","","","QUAD","Q27701","QE","700.9206601","2299.608465","2715.586","8909.402887","","","","","SA-902-675-1","SIOC-ALH0-MGNT00","","	- NO SECTION -","","","","","N","N",".1068","","","","","","","","","","-11.275892388364","10.557951674498","KG2T_GDL2G",".936329588015","1","","","","","","","","","","","","QM15 TO FV2","655.96400676","QUAD","2715.586","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","QUAD:LI27%25","QUAD:%25","Commissioned, Online","12/02/2005","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"XC27702","L3","MAD","XCOR:LI27:702","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S27","","","XCOR","XC27702","TYPE-4","701.3346601","2300.966733","2716","8910.761155","","","","","SA-238-4-1","SIOC-ALH0-MGNT00","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","656.37800676","XCOR","2716","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","XCOR:LI27%25","XCOR:%25","Commissioned, Online","12/02/2005","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"YC27703","L3","MAD","YCOR:LI27:703","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S27","","","YCOR","YC27703","TYPE-4","701.6858601","2302.118964","2716.3512","8911.913386","","","","","SA-238-4-1","SIOC-ALH0-MGNT00","","	- NO SECTION -","","","","","N","N","0","","","","","","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","656.72920676","YCOR","2716.3512","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","YCOR:LI27%25","YCOR:%25","Commissioned, Online","12/02/2005","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"K27_7A","L3","MAD","KLYS:LI27:71","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S27","","","LCAV","","10FT","702.5231101","2304.865847","2717.18845","8914.660269","","","","","AD-756-115-0","IOC-LI27-CV01, SIOC-ALH0-RF00, SIOC-ALH0-TEMP00, SIOC-SYS0-OP00","","	- NO SECTION -","","","","","Y","N","3.0441","2856","0","0","0",".25","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","657.56645676","BNCH","2717.18845","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","KLYS:LI27%25","KLYS:%25","","","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"K27_7B","L3","MAD","KLYS:LI27:71","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S27","","","LCAV","","10FT","705.5672101","2314.853052","2720.23255","8924.647474","","","","","AD-756-115-0","IOC-LI27-CV01, SIOC-ALH0-RF00, SIOC-ALH0-TEMP00, SIOC-SYS0-OP00","","	- NO SECTION -","","","","","Y","N","3.0441","2856","0","0","0",".25","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","660.61055676","BNCH","2720.23255","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","KLYS:LI27%25","KLYS:%25","","","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"K27_7C","L3","MAD","KLYS:LI27:71","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S27","","","LCAV","","10FT","708.6113101","2324.840256","2723.27665","8934.634678","","","","","AD-756-115-0","IOC-LI27-CV01, SIOC-ALH0-RF00, SIOC-ALH0-TEMP00, SIOC-SYS0-OP00","","	- NO SECTION -","","","","","Y","N","3.0441","2856","0","0","0",".25","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","663.65465676","BNCH","2723.27665","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","KLYS:LI27%25","KLYS:%25","","","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
"K27_7D","L3","MAD","KLYS:LI27:71","L3","","","","289","","SYMBOLS","A","AD_ACCEL","S27","","","LCAV","","10FT","711.6554101","2334.827461","2726.32075","8944.621883","","","","","AD-756-115-0","IOC-LI27-CV01, SIOC-ALH0-RF00, SIOC-ALH0-TEMP00, SIOC-SYS0-OP00","","	- NO SECTION -","","","","","Y","N","3.0441","2856","0","0","0",".25","","","","","","","","","","","","","","","","","","","","","QM15 TO FV2","666.69875676","BNCH","2726.32075","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","KLYS:LI27%25","KLYS:%25","","","CU_ALINE, CU_HTXI, CU_HXR, CU_HXTES, CU_SFTH, CU_SXR,"
